ISO	variable	value	realValue	typeIneq	desc	norm1	norm2
FRA	JE_PE_age_young	0.714	28.5600528717041	young	On average, in France young adults earn 28.6% less than the middle-aged.	-0.399138063192368	-0.611194431781768
GBR	JE_PE_age_young	0.678	32.167121887207	young	On average, in the United Kingdom young adults earn 32.2% less than the middle-aged.	-0.449548274278641	-0.688386917114257
GRC	JE_PE_age_young	0.658	34.2147483825683	young	On average, in Greece young adults earn 34.2% less than the middle-aged.	-0.478164672851562	-0.732206761837005
HUN	JE_PE_age_young	0.779	22.1192951202392	young	On average, in Hungary young adults earn 22.1% less than the middle-aged.	-0.309125930070877	-0.473360121250153
IRL	JE_PE_age_young	0.648	35.1549606323242	young	On average, in Ireland young adults earn 35.2% less than the middle-aged.	-0.491304516792297	-0.752327620983123
ISL	JE_PE_age_young	0.659	34.1388473510742	young	On average, in Iceland young adults earn 34.1% less than the middle-aged.	-0.477103918790817	-0.730582475662231
ISR	JE_PE_age_young			young			
ITA	JE_PE_age_young	0.695	30.531343460083	young	On average, in Italy young adults earn 30.5% less than the middle-aged.	-0.426687628030777	-0.653380692005157
JPN	JE_PE_age_young	0.857	14.3344297409057	young	On average, in Japan young adults earn 14.3% less than the middle-aged.	-0.200329333543777	-0.306761473417282
KOR	JE_PE_age_young	0.651	34.8943710327148	young	On average, in Korea young adults earn 34.9% less than the middle-aged.	-0.487662672996521	-0.746750891208648
LUX	JE_PE_age_young	0.655	34.5048637390136	young	On average, in Luxembourg young adults earn 34.5% less than the middle-aged.	-0.482219159603119	-0.738415360450744
LVA	JE_PE_age_young			young			
MEX	JE_PE_age_young	0.805	19.4684791564941	young	On average, in Mexico young adults earn 19.5% less than the middle-aged.	-0.272079706192017	-0.416631788015366
NLD	JE_PE_age_young	0.635	36.5466995239257	young	On average, in the Netherlands young adults earn 36.5% less than the middle-aged.	-0.510754585266113	-0.782111287117004
NOR	JE_PE_age_young	0.652	34.7678451538085	young	On average, in Norway young adults earn 34.8% less than the middle-aged.	-0.485894411802292	-0.744043231010437
NZL	JE_PE_age_young			young			
OECD	JE_PE_age_young	0.701	29.9416007995605	young	In the average OECD country, young adults earn 29.9% less than the middle-aged.	-0.418445736169815	-0.640760004520416
POL	JE_PE_age_young	0.758	24.1745834350585	young	On average, in Poland young adults earn 24.2% less than the middle-aged.	-0.337849378585815	-0.517343938350677
PRT	JE_PE_age_young	0.727	27.2853984832763	young	On average, in Portugal young adults earn 27.3% less than the middle-aged.	-0.381324261426926	-0.583916425704956
SVK	JE_PE_age_young	0.869	13.1450157165527	young	On average, in the Slovak Republic young adults earn 13.1% less than the middle-aged.	-0.183706805109978	-0.281307607889175
SVN	JE_PE_age_young	0.761	23.9225978851318	young	On average, in Slovenia young adults earn 23.9% less than the middle-aged.	-0.334327787160873	-0.511951386928558
SWE	JE_PE_age_young	0.655	34.4960899353027	young	On average, in Sweden young adults earn 34.5% less than the middle-aged.	-0.482096523046494	-0.738227546215057
TUR	JE_PE_age_young	0.654	34.6133422851562	young	On average, in Turkey young adults earn 34.6% less than the middle-aged.	-0.483735173940659	-0.740736782550811
USA	JE_PE_age_young	0.621	37.8944053649902	young	On average, in the United States young adults earn 37.9% less than the middle-aged.	-0.529589354991912	-0.810952603816986
AUS	PS_SFRV_age_young	0.985	1.48147940635681	young	On average, in Australia young adults are 1.5% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0376286245882511	-0.138518378138542
AUT	PS_SFRV_age_young	0.932	6.83962106704711	young	On average, in Austria young adults are 6.8% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.173721984028816	-0.639504849910736
BEL	PS_SFRV_age_young	0.999	0.0896096229553223	young	On average, in Belgium young adults are 0.1% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0022760268766433	-0.00837850291281939
CAN	PS_SFRV_age_young	0.965	3.50877046585083	young	On average, in Canada young adults are 3.5% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.089120514690876	-0.328070163726807
CHE	PS_SFRV_age_young	0.964	3.5922348499298	young	On average, in Switzerland young adults are 3.6% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0912404581904411	-0.335874110460281
CHL	PS_SFRV_age_young	1.049	4.92424964904785	young	On average, in Chile young adults are 4.9% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.125072777271271	0.460417538881302
CZE	PS_SFRV_age_young	0.98	2.02807188034057	young	On average, in the Czech Republic young adults are 2% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0515117235481739	-0.189624801278114
DEU	PS_SFRV_age_young	0.968	3.22939753532409	young	On average, in Germany young adults are 3.2% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0820246189832687	-0.30194878578186
DNK	PS_SFRV_age_young	0.934	6.62119388580322	young	On average, in Denmark young adults are 6.6% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.16817407310009	-0.619081854820251
ESP	PS_SFRV_age_young	0.993	0.652176141738891	young	On average, in Spain young adults are 0.7% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0165648553520441	-0.0609784945845604
EST	PS_SFRV_age_young	1	0	young	On average, in Estonia young adults are as likely as the middle-aged to feel safe when walking alone at night in the area where they live.	0	0
FIN	PS_SFRV_age_young	0.974	2.57731676101684	young	On average, in Finland young adults are 2.6% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0654621869325638	-0.240979209542274
FRA	PS_SFRV_age_young	0.922	7.81211853027343	young	On average, in France young adults are 7.8% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.198422789573669	-0.730433404445648
GBR	PS_SFRV_age_young	0.976	2.43012905120849	young	On average, in the United Kingdom young adults are 2.4% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0617237165570259	-0.227217152714729
GRC	PS_SFRV_age_young	1.02	1.99335813522338	young	On average, in Greece young adults are 2% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.0506300143897533	0.186379060149193
HUN	PS_SFRV_age_young	1.022	2.21089124679565	young	On average, in Hungary young adults are 2.2% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.0561552159488201	0.206718415021896
IRL	PS_SFRV_age_young	0.984	1.60460472106933	young	On average, in Ireland young adults are 1.6% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0407559275627136	-0.150030598044395
ISL	PS_SFRV_age_young	1.023	2.26385593414306	young	On average, in Iceland young adults are 2.3% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.0575004853308201	0.211670622229576
ISR	PS_SFRV_age_young	0.995	0.529801845550537	young	On average, in Israel young adults are 0.5% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0134566267952323	-0.0495364926755428
ITA	PS_SFRV_age_young	0.996	0.397878885269165	young	On average, in Italy young adults are 0.4% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.010105867870152	-0.0372016914188862
JPN	PS_SFRV_age_young	0.965	3.48188877105712	young	On average, in Japan young adults are 3.5% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0884377360343933	-0.325556725263596
KOR	PS_SFRV_age_young	1.017	1.73501968383789	young	On average, in Korea young adults are 1.7% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.0440683849155903	0.162224411964417
LUX	PS_SFRV_age_young	0.985	1.53508782386779	young	On average, in Luxembourg young adults are 1.5% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.038990244269371	-0.143530771136284
LVA	PS_SFRV_age_young	1.107	10.6951828002929	young	On average, in Latvia young adults are 10.7% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.271650761365891	1
MEX	PS_SFRV_age_young	0.99	1.01010203361511	young	On average, in Mexico young adults are 1% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0256559420377016	-0.0944445803761482
NLD	PS_SFRV_age_young	1.045	4.47155237197875	young	On average, in the Netherlands young adults are 4.5% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.113574557006359	0.418090313673019
NOR	PS_SFRV_age_young	0.961	3.93995642662048	young	On average, in Norway young adults are 3.9% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.100072361528873	-0.368386089801788
NZL	PS_SFRV_age_young	0.995	0.508904457092285	young	On average, in New Zealand young adults are 0.5% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0129258465021849	-0.0475825853645802
OECD	PS_SFRV_age_young	0.989	1.0963145494461	young	In the average OECD country, young adults are 1.1% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0278456844389439	-0.102505452930927
POL	PS_SFRV_age_young	1.044	4.43828105926513	young	On average, in Poland young adults are 4.4% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.112729489803314	0.414979457855225
PRT	PS_SFRV_age_young	0.977	2.29420065879821	young	On average, in Portugal young adults are 2.3% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0582712218165398	-0.214507848024368
SVK	PS_SFRV_age_young	1.015	1.47992372512817	young	On average, in the Slovak Republic young adults are 1.5% more likely than the middle-aged to feel safe when walking alone at night in the area where they live.	0.0375891104340553	0.138372927904129
SVN	PS_SFRV_age_young	0.954	4.57966899871826	young	On average, in Slovenia young adults are 4.6% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.11632064729929	-0.428199231624603
SWE	PS_SFRV_age_young	0.997	0.288683176040649	young	On average, in Sweden young adults are 0.3% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.0073323673568666	-0.0269918888807297
TUR	PS_SFRV_age_young	0.953	4.65890789031982	young	On average, in Turkey young adults are 4.7% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.118333265185356	-0.435608059167862
USA	PS_SFRV_age_young	0.931	6.89151859283447	young	On average, in the United States young adults are 6.9% less likely than the middle-aged to feel safe when walking alone at night in the area where they live.	-0.175040140748024	-0.6443572640419
AUS	SC_SNTWS_age_young	1.035	3.47888469696044	young	On average, in Australia young adults are 3.5% more likely than the middle-aged to report having someone to count on in case of need.	0.1165836378932	0.188294678926468
AUT	SC_SNTWS_age_young	1.029	2.90033817291259	young	On average, in Austria young adults are 2.9% more likely than the middle-aged to report having someone to count on in case of need.	0.0971955135464668	0.156980842351913
BEL	SC_SNTWS_age_young	1.05	4.98366355895996	young	On average, in Belgium young adults are 5% more likely than the middle-aged to report having someone to count on in case of need.	0.167011469602585	0.269740849733353
CAN	SC_SNTWS_age_young	1.037	3.68773937225341	young	On average, in Canada young adults are 3.7% more likely than the middle-aged to report having someone to count on in case of need.	0.123582728207111	0.1995989382267
CHE	SC_SNTWS_age_young	1.022	2.20069885253906	young	On average, in Switzerland young adults are 2.2% more likely than the middle-aged to report having someone to count on in case of need.	0.0737493485212326	0.119112856686115
